2006-11-28 | 27 | 13 | 10 | EPADBDM | COMUNICADO 55/06-SMS.3
ACOMPANHAMENTO DA EVOLUCAO DOS PRECOS REGISTRADOS, PARA FINS DO DISPOSTO NO ART. 14 DO DEC. 46.662, DE 24/11/05:
ATAS DE REGISTRO DE PRECOS - SMS.G - NOVEMBRO/06
ATA	ITEM	OBJETO	PRECO/R$
313/06	5	ASSOC.CLORID.TETRAC.25MG/G E ANFOT.B12,5MG/G-BNG 45G	6,50/BNG
314/06	6	LEVOFLOXACINO 500MG - CX. C/ 10 CP	1,15/CP
315/06	1	GENTAMICINA 40MG/ML - CX. C/ 100 AMP. 2ML	0,2928/AMP
316/06	3	AXETILCEFUROXIMA SODICA 50MG/ML - CX. C/ 01 FR. 50ML	13,80/FR
317/06	4	AXETILCEFUROXIMA SODICA 750MG/ML - CX. C/ 01 FAM+DIL	3,65/FAM
318/06	5	ASSOC.AMOX.50MG/ML E ACIDO CLAV.12,5MG/ML-CX.1FR100ML	7,00/FR
319/06	6	ASSOC.AMOX. 500MG E ACIDO CLAV.125MG-CX. C/ 100 CP	0,7098/CP
320/06	1	CARVAO ATIVADO EM PO - CX. C/ 50 ENV. 50G	5,00/ENV
320/06	3	UREIA EM CREME BASE ANIONICO 100 MG/G - CX.C/ 50FR.100G	5,00/FR
321/06	1	COMPRESSA DE GAZE HIDROFILA 10X15CM - CX. C/ 250 UN	0,64/UN
322/06	2	OLEATO DE MONOETANOLAMINA 50MG/ML-CX. C/ 06 AMP. 2ML	3,59/AMP
324/06	1	BROCA P/ PROTESE N° 1571 - CX. C/ 01 BROCA	71,73/UN
324/06	2	BROCA P/ PROTESE N° 1609 - CX. C/ 01 BROCA	23,47/UN
324/06	3	BROCA P/ PROTESE N° 700 XXL - CX. C/ 06 BROCAS	11,35/UN
324/06	4	BROCA P/ PROTESE N° FG 0004 - CX. C/ 06 BROCAS	6,40/UN
324/06	5	BROCA TRANSMETAL N° 153 19MM - CX. C/ 06 BROCAS	23,39/UN
324/06	6	BROCA TUNGSTENIO P/ PECA RETA DE MAO N°360-CX.C/06UN	35,72/UN
324/06	7	BROCA TUNGSTENIO P/ PECA RETA DE MAO N°310-CX.C/06UN	35,00/UN
324/06	8	BROCA TUNGSTENIO P/ PECA RETA DE MAO N°251-CX.C/06UN	44,34/UN
324/06	9	BROCA TUNGSTENIO P/ PECA RETA DE MAO N°320-CX.C/06UN	35,00/UN
324/06	10	BROCA TUNGSTENIO P/ PECA RETA DE MAO N°710-CX.C/06UN	65,55/UN
324/06	11	BROCA TUNGSTENIO P/ PECA RETA DE MAO N°730-CX.C/06UN	65,55/UN
324/06	12	BROCA TUNGSTENIO P/ PECA RETA DE MAO N°410-CX.C/06UN	54,18/UN
324/06	13	BROCA TUNGSTENIO P/ PECA RETA DE MAO N°810-CX.C/06UN	67,70/UN
324/06	14	BROCA TUNGSTENIO P/ PECA RETA DE MAO N°830-CX.C/06UN	68,59/UN
324/06	15	BROCA ESFERICA DIAMANTADA N° 1011 - CX. C/ 06 UN	2,88/UN
324/06	16	BROCA ESFERICA DIAMANTADA N° 1012 HL - CX. C/ 06 UN	2,88/UN
324/06	17	BROCA ESFERICA DIAMANTADA N° 1014 HL - CX. C/ 06 UN	2,88/UN
325/06	1	CLORETO DE SODIO 9% - CX. C/ 24 FR. 500 ML	0,93/FR
326/06	1	GLICOSE 500MG/ML - CX. C/ 200 AMP 10ML	0,165/AMP
326/06	2	AGUA DESTILADA  - CX. C/ 200 AMP. 10ML	0,10/AMP
328/06	1	BROCA AR CIRUR.CARBIDE ESF. N°2 PESC. LONGO-CX.C/1UN	10,50/UN
328/06	2	BROCA AR CIRUR.CARBIDE ESF. N°4 PESC. LONGO-CX.C/1UN	10,50/UN
328/06	3	BROCA AR CIRUR.CARBIDE ESF. N°6 PESC. LONGO-CX.C/1UN	10,50/UN
328/06	4	BROCA AR CIRUR.CARBIDE ESF. N°1C - CX. C/ 01 UN	7,30/UN
328/06	5	BROCA AR CIRUR.CARBIDE ESF. N°3C - CX. C/ 01 UN	7,30/UN
328/06	6	BROCA AR CIRUR.CARBIDE ESF. N°4C - CX. C/ 01 UN	7,30/UN
328/06	7	BROCA AR CIRUR.CARBIDE ESF. N°6C - CX. C/ 01 UN	7,30/UN
328/06	8	BROCA P/ CIRURGIA 171 - CX. C/ 01 UN	7,00/UN
328/06	9	BROCA P/ CIRURGIA 170 - CX. C/ 01 UN	7,00/UN
328/06	13	BROCA MEISINGER HL FG703 - CX. C/ 01 UN	10,50/UN
328/06	15	BROCA AR CIRUR.CARBIDE TRONCO-CONICA N°703L-CX.1UN	8,00/UN
328/06	16	BROCA AR CIRUR.CARB.TRO.CON. PON.INAT.N°4084-CX.1UN	6,30/UN
329/06	10	BROCA MEISINGER HL FG2 - CX. C/ 01 UN	6,45/UN
329/06	11	BROCA MEISINGER HL FG6 - CX. C/ 01 UN	6,45/UN
329/06	12	BROCA MEISINGER HL FG701 - CX. C/ 01 UN	8,28/UN
332/06	1	PULSEIRA DE IDENTIFICACAO - INFANTIL - CX. C/ 100 UN	0,20/UN
333/06	1	DIPIRONA SODICA 500MG/ML - CX.C/100 FR. 10 ML	0,3520/FR
335/06	2	ASSOC.ESCOP.4MG/ML E DIPIR.500MG/ML-CX.100AMP 5ML	0,4342/AMP
338/06	1	VERAPAMIL 2,5MG/ML - CX. C/ 05 AMP. 2ML	1,54/AMP
338/06	4	ACETILCISTEINA 100MG/ML - CX. C/ 05 AMP. 3ML	0,92/AMP
345/06	1	ATADURA GESSADA 15CMX3M - CX. C/ 20 RL	0,66/RL
345/06	2	ATADURA GESSADA 20CMX4M - CX. C/ 20 RL	1,09/RL
349/06	1	PAPEL CREPADO 30X30CM - CX. C/ 500 FLS.	0,0570/FL
349/06	2	PAPEL CREPADO 50X50CM - CX. C/ 500 FLS.	0,14/FL
349/06	3	PAPEL CREPADO 90X90CM - CX. C/ 250 FLS.	0,48/FL
349/06	4	PAPEL CREPADO 120X120CM - CX. C/ 100 FLS.	0,8899/FL
350/06	1	ESCOVA DEGER. C/ IODOPOVIDONA-DISPLEY C/ 48 ESCOVAS	0,54/UN
350/06	2	ESCOVA DEGER. C/ GLIC. CLOREXIDINA-CX.C/ 48 UN	0,5980/UN
351/06	1	INSETICIDA LARVIC.ORGANOF. I.A. TEMEFOS-CX.C/12FR C/1L	113,50/FR
352/06	1	ARAME GALVANIZADO DE ACO CARBONO - ROLO 50KG	7,80/KG
353/06	1	SERINGA DESC. SEM AGULHA P/ INSULINA  - CX. C/ 100 UN	0,1016/UN
353/06	2	SERINGA DESC. SEM AGULHA P/ TUBERCULINA - CX. C/ 100 UN	0,1015/UN
358/06	2	KIT SUCTOR DA BOMBA A VACUO	545,00/UN
358/06	1	SISTEMA DE BOMBA A VACUO	1.970,00/UN
337/06	5	CETOPROFENO 100MG-FAM - CX. C/ 50 FAM	1,30/FAM
331/06	2	LANCETA DESC.P/ PUNCAO DIGITAL - CX. C/ 200 UN	0,0694/UN
331/06	1	TIRAS REAGENTES EM SUPORTE PLASTICO- CX. C/ 50 TIRAS	0,57/UN
354/06	1	COMPRESSA CIRUR.C/MARC.RADIOPACO 25X28CM-PAC.C/5UN	0,66/UN
366/06	1	TIRAS REAGENTES - FR. C/ 50 TIRAS	0,81/TIRA
366/06	2	LANCETA DESCARTAVEL - CX. C/ 200 UN	0,19/UN
